caption_pos,caption_neg,relation,shape1,color1,shape2,color2,image
A blue cube can be found to the left of a blue cylinder,A blue cylinder can be found to the left of a blue cube,left,cube,blue,cylinder,blue,000000.png
A blue cube can be found to the left of a brown cylinder,A brown cylinder can be found to the left of a blue cube,left,cube,blue,cylinder,brown,000001.png
A blue cube can be found to the left of a cyan cylinder,A cyan cylinder can be found to the left of a blue cube,left,cube,blue,cylinder,cyan,000002.png
A blue cube can be found to the left of a gray cylinder,A gray cylinder can be found to the left of a blue cube,left,cube,blue,cylinder,gray,000003.png
A blue cube can be found to the left of a green cylinder,A green cylinder can be found to the left of a blue cube,left,cube,blue,cylinder,green,000004.png
A blue cube can be found to the left of a purple cylinder,A purple cylinder can be found to the left of a blue cube,left,cube,blue,cylinder,purple,000005.png
A blue cube can be found to the left of a red cylinder,A red cylinder can be found to the left of a blue cube,left,cube,blue,cylinder,red,000006.png
A blue cube can be found to the left of a yellow cylinder,A yellow cylinder can be found to the left of a blue cube,left,cube,blue,cylinder,yellow,000007.png
A brown cube can be found to the left of a blue cylinder,A blue cylinder can be found to the left of a brown cube,left,cube,brown,cylinder,blue,000008.png
A brown cube can be found to the left of a brown cylinder,A brown cylinder can be found to the left of a brown cube,left,cube,brown,cylinder,brown,000009.png
A brown cube can be found to the left of a cyan cylinder,A cyan cylinder can be found to the left of a brown cube,left,cube,brown,cylinder,cyan,000010.png
A brown cube can be found to the left of a gray cylinder,A gray cylinder can be found to the left of a brown cube,left,cube,brown,cylinder,gray,000011.png
A brown cube can be found to the left of a green cylinder,A green cylinder can be found to the left of a brown cube,left,cube,brown,cylinder,green,000012.png
A brown cube can be found to the left of a purple cylinder,A purple cylinder can be found to the left of a brown cube,left,cube,brown,cylinder,purple,000013.png
A brown cube can be found to the left of a red cylinder,A red cylinder can be found to the left of a brown cube,left,cube,brown,cylinder,red,000014.png
A brown cube can be found to the left of a yellow cylinder,A yellow cylinder can be found to the left of a brown cube,left,cube,brown,cylinder,yellow,000015.png
A cyan cube can be found to the left of a blue cylinder,A blue cylinder can be found to the left of a cyan cube,left,cube,cyan,cylinder,blue,000016.png
A cyan cube can be found to the left of a brown cylinder,A brown cylinder can be found to the left of a cyan cube,left,cube,cyan,cylinder,brown,000017.png
A cyan cube can be found to the left of a cyan cylinder,A cyan cylinder can be found to the left of a cyan cube,left,cube,cyan,cylinder,cyan,000018.png
A cyan cube can be found to the left of a gray cylinder,A gray cylinder can be found to the left of a cyan cube,left,cube,cyan,cylinder,gray,000019.png
A cyan cube can be found to the left of a green cylinder,A green cylinder can be found to the left of a cyan cube,left,cube,cyan,cylinder,green,000020.png
A cyan cube can be found to the left of a purple cylinder,A purple cylinder can be found to the left of a cyan cube,left,cube,cyan,cylinder,purple,000021.png
A cyan cube can be found to the left of a red cylinder,A red cylinder can be found to the left of a cyan cube,left,cube,cyan,cylinder,red,000022.png
A cyan cube can be found to the left of a yellow cylinder,A yellow cylinder can be found to the left of a cyan cube,left,cube,cyan,cylinder,yellow,000023.png
A gray cube can be found to the left of a blue cylinder,A blue cylinder can be found to the left of a gray cube,left,cube,gray,cylinder,blue,000024.png
A gray cube can be found to the left of a brown cylinder,A brown cylinder can be found to the left of a gray cube,left,cube,gray,cylinder,brown,000025.png
A gray cube can be found to the left of a cyan cylinder,A cyan cylinder can be found to the left of a gray cube,left,cube,gray,cylinder,cyan,000026.png
A gray cube can be found to the left of a gray cylinder,A gray cylinder can be found to the left of a gray cube,left,cube,gray,cylinder,gray,000027.png
A gray cube can be found to the left of a green cylinder,A green cylinder can be found to the left of a gray cube,left,cube,gray,cylinder,green,000028.png
A gray cube can be found to the left of a purple cylinder,A purple cylinder can be found to the left of a gray cube,left,cube,gray,cylinder,purple,000029.png
A gray cube can be found to the left of a red cylinder,A red cylinder can be found to the left of a gray cube,left,cube,gray,cylinder,red,000030.png
A gray cube can be found to the left of a yellow cylinder,A yellow cylinder can be found to the left of a gray cube,left,cube,gray,cylinder,yellow,000031.png
A green cube can be found to the left of a blue cylinder,A blue cylinder can be found to the left of a green cube,left,cube,green,cylinder,blue,000032.png
A green cube can be found to the left of a brown cylinder,A brown cylinder can be found to the left of a green cube,left,cube,green,cylinder,brown,000033.png
A green cube can be found to the left of a cyan cylinder,A cyan cylinder can be found to the left of a green cube,left,cube,green,cylinder,cyan,000034.png
A green cube can be found to the left of a gray cylinder,A gray cylinder can be found to the left of a green cube,left,cube,green,cylinder,gray,000035.png
A green cube can be found to the left of a green cylinder,A green cylinder can be found to the left of a green cube,left,cube,green,cylinder,green,000036.png
A green cube can be found to the left of a purple cylinder,A purple cylinder can be found to the left of a green cube,left,cube,green,cylinder,purple,000037.png
A green cube can be found to the left of a red cylinder,A red cylinder can be found to the left of a green cube,left,cube,green,cylinder,red,000038.png
A green cube can be found to the left of a yellow cylinder,A yellow cylinder can be found to the left of a green cube,left,cube,green,cylinder,yellow,000039.png
A purple cube can be found to the left of a blue cylinder,A blue cylinder can be found to the left of a purple cube,left,cube,purple,cylinder,blue,000040.png
A purple cube can be found to the left of a brown cylinder,A brown cylinder can be found to the left of a purple cube,left,cube,purple,cylinder,brown,000041.png
A purple cube can be found to the left of a cyan cylinder,A cyan cylinder can be found to the left of a purple cube,left,cube,purple,cylinder,cyan,000042.png
A purple cube can be found to the left of a gray cylinder,A gray cylinder can be found to the left of a purple cube,left,cube,purple,cylinder,gray,000043.png
A purple cube can be found to the left of a green cylinder,A green cylinder can be found to the left of a purple cube,left,cube,purple,cylinder,green,000044.png
A purple cube can be found to the left of a purple cylinder,A purple cylinder can be found to the left of a purple cube,left,cube,purple,cylinder,purple,000045.png
A purple cube can be found to the left of a red cylinder,A red cylinder can be found to the left of a purple cube,left,cube,purple,cylinder,red,000046.png
A purple cube can be found to the left of a yellow cylinder,A yellow cylinder can be found to the left of a purple cube,left,cube,purple,cylinder,yellow,000047.png
A red cube can be found to the left of a blue cylinder,A blue cylinder can be found to the left of a red cube,left,cube,red,cylinder,blue,000048.png
A red cube can be found to the left of a brown cylinder,A brown cylinder can be found to the left of a red cube,left,cube,red,cylinder,brown,000049.png
A red cube can be found to the left of a cyan cylinder,A cyan cylinder can be found to the left of a red cube,left,cube,red,cylinder,cyan,000050.png
A red cube can be found to the left of a gray cylinder,A gray cylinder can be found to the left of a red cube,left,cube,red,cylinder,gray,000051.png
A red cube can be found to the left of a green cylinder,A green cylinder can be found to the left of a red cube,left,cube,red,cylinder,green,000052.png
A red cube can be found to the left of a purple cylinder,A purple cylinder can be found to the left of a red cube,left,cube,red,cylinder,purple,000053.png
A red cube can be found to the left of a red cylinder,A red cylinder can be found to the left of a red cube,left,cube,red,cylinder,red,000054.png
A red cube can be found to the left of a yellow cylinder,A yellow cylinder can be found to the left of a red cube,left,cube,red,cylinder,yellow,000055.png
A yellow cube can be found to the left of a blue cylinder,A blue cylinder can be found to the left of a yellow cube,left,cube,yellow,cylinder,blue,000056.png
A yellow cube can be found to the left of a brown cylinder,A brown cylinder can be found to the left of a yellow cube,left,cube,yellow,cylinder,brown,000057.png
A yellow cube can be found to the left of a cyan cylinder,A cyan cylinder can be found to the left of a yellow cube,left,cube,yellow,cylinder,cyan,000058.png
A yellow cube can be found to the left of a gray cylinder,A gray cylinder can be found to the left of a yellow cube,left,cube,yellow,cylinder,gray,000059.png
A yellow cube can be found to the left of a green cylinder,A green cylinder can be found to the left of a yellow cube,left,cube,yellow,cylinder,green,000060.png
A yellow cube can be found to the left of a purple cylinder,A purple cylinder can be found to the left of a yellow cube,left,cube,yellow,cylinder,purple,000061.png
A yellow cube can be found to the left of a red cylinder,A red cylinder can be found to the left of a yellow cube,left,cube,yellow,cylinder,red,000062.png
A yellow cube can be found to the left of a yellow cylinder,A yellow cylinder can be found to the left of a yellow cube,left,cube,yellow,cylinder,yellow,000063.png
A blue cube can be found to the left of a blue sphere,A blue sphere can be found to the left of a blue cube,left,cube,blue,sphere,blue,000064.png
A blue cube can be found to the left of a brown sphere,A brown sphere can be found to the left of a blue cube,left,cube,blue,sphere,brown,000065.png
A blue cube can be found to the left of a cyan sphere,A cyan sphere can be found to the left of a blue cube,left,cube,blue,sphere,cyan,000066.png
A blue cube can be found to the left of a gray sphere,A gray sphere can be found to the left of a blue cube,left,cube,blue,sphere,gray,000067.png
A blue cube can be found to the left of a green sphere,A green sphere can be found to the left of a blue cube,left,cube,blue,sphere,green,000068.png
A blue cube can be found to the left of a purple sphere,A purple sphere can be found to the left of a blue cube,left,cube,blue,sphere,purple,000069.png
A blue cube can be found to the left of a red sphere,A red sphere can be found to the left of a blue cube,left,cube,blue,sphere,red,000070.png
A blue cube can be found to the left of a yellow sphere,A yellow sphere can be found to the left of a blue cube,left,cube,blue,sphere,yellow,000071.png
A brown cube can be found to the left of a blue sphere,A blue sphere can be found to the left of a brown cube,left,cube,brown,sphere,blue,000072.png
A brown cube can be found to the left of a brown sphere,A brown sphere can be found to the left of a brown cube,left,cube,brown,sphere,brown,000073.png
A brown cube can be found to the left of a cyan sphere,A cyan sphere can be found to the left of a brown cube,left,cube,brown,sphere,cyan,000074.png
A brown cube can be found to the left of a gray sphere,A gray sphere can be found to the left of a brown cube,left,cube,brown,sphere,gray,000075.png
A brown cube can be found to the left of a green sphere,A green sphere can be found to the left of a brown cube,left,cube,brown,sphere,green,000076.png
A brown cube can be found to the left of a purple sphere,A purple sphere can be found to the left of a brown cube,left,cube,brown,sphere,purple,000077.png
A brown cube can be found to the left of a red sphere,A red sphere can be found to the left of a brown cube,left,cube,brown,sphere,red,000078.png
A brown cube can be found to the left of a yellow sphere,A yellow sphere can be found to the left of a brown cube,left,cube,brown,sphere,yellow,000079.png
A cyan cube can be found to the left of a blue sphere,A blue sphere can be found to the left of a cyan cube,left,cube,cyan,sphere,blue,000080.png
A cyan cube can be found to the left of a brown sphere,A brown sphere can be found to the left of a cyan cube,left,cube,cyan,sphere,brown,000081.png
A cyan cube can be found to the left of a cyan sphere,A cyan sphere can be found to the left of a cyan cube,left,cube,cyan,sphere,cyan,000082.png
A cyan cube can be found to the left of a gray sphere,A gray sphere can be found to the left of a cyan cube,left,cube,cyan,sphere,gray,000083.png
A cyan cube can be found to the left of a green sphere,A green sphere can be found to the left of a cyan cube,left,cube,cyan,sphere,green,000084.png
A cyan cube can be found to the left of a purple sphere,A purple sphere can be found to the left of a cyan cube,left,cube,cyan,sphere,purple,000085.png
A cyan cube can be found to the left of a red sphere,A red sphere can be found to the left of a cyan cube,left,cube,cyan,sphere,red,000086.png
A cyan cube can be found to the left of a yellow sphere,A yellow sphere can be found to the left of a cyan cube,left,cube,cyan,sphere,yellow,000087.png
A gray cube can be found to the left of a blue sphere,A blue sphere can be found to the left of a gray cube,left,cube,gray,sphere,blue,000088.png
A gray cube can be found to the left of a brown sphere,A brown sphere can be found to the left of a gray cube,left,cube,gray,sphere,brown,000089.png
