caption_pos,caption_neg,relation,shape1,color1,shape2,color2,image
The blue cylinder has the blue cube to its left,The blue cube has the blue cylinder to its left,left,cube,blue,cylinder,blue,000000.png
The brown cylinder has the blue cube to its left,The blue cube has the brown cylinder to its left,left,cube,blue,cylinder,brown,000001.png
The cyan cylinder has the blue cube to its left,The blue cube has the cyan cylinder to its left,left,cube,blue,cylinder,cyan,000002.png
The gray cylinder has the blue cube to its left,The blue cube has the gray cylinder to its left,left,cube,blue,cylinder,gray,000003.png
The green cylinder has the blue cube to its left,The blue cube has the green cylinder to its left,left,cube,blue,cylinder,green,000004.png
The purple cylinder has the blue cube to its left,The blue cube has the purple cylinder to its left,left,cube,blue,cylinder,purple,000005.png
The red cylinder has the blue cube to its left,The blue cube has the red cylinder to its left,left,cube,blue,cylinder,red,000006.png
The yellow cylinder has the blue cube to its left,The blue cube has the yellow cylinder to its left,left,cube,blue,cylinder,yellow,000007.png
The blue cylinder has the brown cube to its left,The brown cube has the blue cylinder to its left,left,cube,brown,cylinder,blue,000008.png
The brown cylinder has the brown cube to its left,The brown cube has the brown cylinder to its left,left,cube,brown,cylinder,brown,000009.png
The cyan cylinder has the brown cube to its left,The brown cube has the cyan cylinder to its left,left,cube,brown,cylinder,cyan,000010.png
The gray cylinder has the brown cube to its left,The brown cube has the gray cylinder to its left,left,cube,brown,cylinder,gray,000011.png
The green cylinder has the brown cube to its left,The brown cube has the green cylinder to its left,left,cube,brown,cylinder,green,000012.png
The purple cylinder has the brown cube to its left,The brown cube has the purple cylinder to its left,left,cube,brown,cylinder,purple,000013.png
The red cylinder has the brown cube to its left,The brown cube has the red cylinder to its left,left,cube,brown,cylinder,red,000014.png
The yellow cylinder has the brown cube to its left,The brown cube has the yellow cylinder to its left,left,cube,brown,cylinder,yellow,000015.png
The blue cylinder has the cyan cube to its left,The cyan cube has the blue cylinder to its left,left,cube,cyan,cylinder,blue,000016.png
The brown cylinder has the cyan cube to its left,The cyan cube has the brown cylinder to its left,left,cube,cyan,cylinder,brown,000017.png
The cyan cylinder has the cyan cube to its left,The cyan cube has the cyan cylinder to its left,left,cube,cyan,cylinder,cyan,000018.png
The gray cylinder has the cyan cube to its left,The cyan cube has the gray cylinder to its left,left,cube,cyan,cylinder,gray,000019.png
The green cylinder has the cyan cube to its left,The cyan cube has the green cylinder to its left,left,cube,cyan,cylinder,green,000020.png
The purple cylinder has the cyan cube to its left,The cyan cube has the purple cylinder to its left,left,cube,cyan,cylinder,purple,000021.png
The red cylinder has the cyan cube to its left,The cyan cube has the red cylinder to its left,left,cube,cyan,cylinder,red,000022.png
The yellow cylinder has the cyan cube to its left,The cyan cube has the yellow cylinder to its left,left,cube,cyan,cylinder,yellow,000023.png
The blue cylinder has the gray cube to its left,The gray cube has the blue cylinder to its left,left,cube,gray,cylinder,blue,000024.png
The brown cylinder has the gray cube to its left,The gray cube has the brown cylinder to its left,left,cube,gray,cylinder,brown,000025.png
The cyan cylinder has the gray cube to its left,The gray cube has the cyan cylinder to its left,left,cube,gray,cylinder,cyan,000026.png
The gray cylinder has the gray cube to its left,The gray cube has the gray cylinder to its left,left,cube,gray,cylinder,gray,000027.png
The green cylinder has the gray cube to its left,The gray cube has the green cylinder to its left,left,cube,gray,cylinder,green,000028.png
The purple cylinder has the gray cube to its left,The gray cube has the purple cylinder to its left,left,cube,gray,cylinder,purple,000029.png
The red cylinder has the gray cube to its left,The gray cube has the red cylinder to its left,left,cube,gray,cylinder,red,000030.png
The yellow cylinder has the gray cube to its left,The gray cube has the yellow cylinder to its left,left,cube,gray,cylinder,yellow,000031.png
The blue cylinder has the green cube to its left,The green cube has the blue cylinder to its left,left,cube,green,cylinder,blue,000032.png
The brown cylinder has the green cube to its left,The green cube has the brown cylinder to its left,left,cube,green,cylinder,brown,000033.png
The cyan cylinder has the green cube to its left,The green cube has the cyan cylinder to its left,left,cube,green,cylinder,cyan,000034.png
The gray cylinder has the green cube to its left,The green cube has the gray cylinder to its left,left,cube,green,cylinder,gray,000035.png
The green cylinder has the green cube to its left,The green cube has the green cylinder to its left,left,cube,green,cylinder,green,000036.png
The purple cylinder has the green cube to its left,The green cube has the purple cylinder to its left,left,cube,green,cylinder,purple,000037.png
The red cylinder has the green cube to its left,The green cube has the red cylinder to its left,left,cube,green,cylinder,red,000038.png
The yellow cylinder has the green cube to its left,The green cube has the yellow cylinder to its left,left,cube,green,cylinder,yellow,000039.png
The blue cylinder has the purple cube to its left,The purple cube has the blue cylinder to its left,left,cube,purple,cylinder,blue,000040.png
The brown cylinder has the purple cube to its left,The purple cube has the brown cylinder to its left,left,cube,purple,cylinder,brown,000041.png
The cyan cylinder has the purple cube to its left,The purple cube has the cyan cylinder to its left,left,cube,purple,cylinder,cyan,000042.png
The gray cylinder has the purple cube to its left,The purple cube has the gray cylinder to its left,left,cube,purple,cylinder,gray,000043.png
The green cylinder has the purple cube to its left,The purple cube has the green cylinder to its left,left,cube,purple,cylinder,green,000044.png
The purple cylinder has the purple cube to its left,The purple cube has the purple cylinder to its left,left,cube,purple,cylinder,purple,000045.png
The red cylinder has the purple cube to its left,The purple cube has the red cylinder to its left,left,cube,purple,cylinder,red,000046.png
The yellow cylinder has the purple cube to its left,The purple cube has the yellow cylinder to its left,left,cube,purple,cylinder,yellow,000047.png
The blue cylinder has the red cube to its left,The red cube has the blue cylinder to its left,left,cube,red,cylinder,blue,000048.png
The brown cylinder has the red cube to its left,The red cube has the brown cylinder to its left,left,cube,red,cylinder,brown,000049.png
The cyan cylinder has the red cube to its left,The red cube has the cyan cylinder to its left,left,cube,red,cylinder,cyan,000050.png
The gray cylinder has the red cube to its left,The red cube has the gray cylinder to its left,left,cube,red,cylinder,gray,000051.png
The green cylinder has the red cube to its left,The red cube has the green cylinder to its left,left,cube,red,cylinder,green,000052.png
The purple cylinder has the red cube to its left,The red cube has the purple cylinder to its left,left,cube,red,cylinder,purple,000053.png
The red cylinder has the red cube to its left,The red cube has the red cylinder to its left,left,cube,red,cylinder,red,000054.png
The yellow cylinder has the red cube to its left,The red cube has the yellow cylinder to its left,left,cube,red,cylinder,yellow,000055.png
The blue cylinder has the yellow cube to its left,The yellow cube has the blue cylinder to its left,left,cube,yellow,cylinder,blue,000056.png
The brown cylinder has the yellow cube to its left,The yellow cube has the brown cylinder to its left,left,cube,yellow,cylinder,brown,000057.png
The cyan cylinder has the yellow cube to its left,The yellow cube has the cyan cylinder to its left,left,cube,yellow,cylinder,cyan,000058.png
The gray cylinder has the yellow cube to its left,The yellow cube has the gray cylinder to its left,left,cube,yellow,cylinder,gray,000059.png
The green cylinder has the yellow cube to its left,The yellow cube has the green cylinder to its left,left,cube,yellow,cylinder,green,000060.png
The purple cylinder has the yellow cube to its left,The yellow cube has the purple cylinder to its left,left,cube,yellow,cylinder,purple,000061.png
The red cylinder has the yellow cube to its left,The yellow cube has the red cylinder to its left,left,cube,yellow,cylinder,red,000062.png
The yellow cylinder has the yellow cube to its left,The yellow cube has the yellow cylinder to its left,left,cube,yellow,cylinder,yellow,000063.png
The blue sphere has the blue cube to its left,The blue cube has the blue sphere to its left,left,cube,blue,sphere,blue,000064.png
The brown sphere has the blue cube to its left,The blue cube has the brown sphere to its left,left,cube,blue,sphere,brown,000065.png
The cyan sphere has the blue cube to its left,The blue cube has the cyan sphere to its left,left,cube,blue,sphere,cyan,000066.png
The gray sphere has the blue cube to its left,The blue cube has the gray sphere to its left,left,cube,blue,sphere,gray,000067.png
The green sphere has the blue cube to its left,The blue cube has the green sphere to its left,left,cube,blue,sphere,green,000068.png
The purple sphere has the blue cube to its left,The blue cube has the purple sphere to its left,left,cube,blue,sphere,purple,000069.png
The red sphere has the blue cube to its left,The blue cube has the red sphere to its left,left,cube,blue,sphere,red,000070.png
The yellow sphere has the blue cube to its left,The blue cube has the yellow sphere to its left,left,cube,blue,sphere,yellow,000071.png
The blue sphere has the brown cube to its left,The brown cube has the blue sphere to its left,left,cube,brown,sphere,blue,000072.png
The brown sphere has the brown cube to its left,The brown cube has the brown sphere to its left,left,cube,brown,sphere,brown,000073.png
The cyan sphere has the brown cube to its left,The brown cube has the cyan sphere to its left,left,cube,brown,sphere,cyan,000074.png
The gray sphere has the brown cube to its left,The brown cube has the gray sphere to its left,left,cube,brown,sphere,gray,000075.png
The green sphere has the brown cube to its left,The brown cube has the green sphere to its left,left,cube,brown,sphere,green,000076.png
The purple sphere has the brown cube to its left,The brown cube has the purple sphere to its left,left,cube,brown,sphere,purple,000077.png
The red sphere has the brown cube to its left,The brown cube has the red sphere to its left,left,cube,brown,sphere,red,000078.png
The yellow sphere has the brown cube to its left,The brown cube has the yellow sphere to its left,left,cube,brown,sphere,yellow,000079.png
The blue sphere has the cyan cube to its left,The cyan cube has the blue sphere to its left,left,cube,cyan,sphere,blue,000080.png
The brown sphere has the cyan cube to its left,The cyan cube has the brown sphere to its left,left,cube,cyan,sphere,brown,000081.png
The cyan sphere has the cyan cube to its left,The cyan cube has the cyan sphere to its left,left,cube,cyan,sphere,cyan,000082.png
The gray sphere has the cyan cube to its left,The cyan cube has the gray sphere to its left,left,cube,cyan,sphere,gray,000083.png
The green sphere has the cyan cube to its left,The cyan cube has the green sphere to its left,left,cube,cyan,sphere,green,000084.png
The purple sphere has the cyan cube to its left,The cyan cube has the purple sphere to its left,left,cube,cyan,sphere,purple,000085.png
The red sphere has the cyan cube to its left,The cyan cube has the red sphere to its left,left,cube,cyan,sphere,red,000086.png
The yellow sphere has the cyan cube to its left,The cyan cube has the yellow sphere to its left,left,cube,cyan,sphere,yellow,000087.png
The blue sphere has the gray cube to its left,The gray cube has the blue sphere to its left,left,cube,gray,sphere,blue,000088.png
The brown sphere has the gray cube to its left,The gray cube has the brown sphere to its left,left,cube,gray,sphere,brown,000089.png
The cyan sphere has the gray cube to its left,The gray cube has the cyan sphere to its left,left,cube,gray,sphere,cyan,000090.png
The gray sphere has the gray cube to its left,The gray cube has the gray sphere to its left,left,cube,gray,sphere,gray,000091.png
The green sphere has the gray cube to its left,The gray cube has the green sphere to its left,left,cube,gray,sphere,green,000092.png
The purple sphere has the gray cube to its left,The gray cube has the purple sphere to its left,left,cube,gray,sphere,purple,000093.png
The red sphere has the gray cube to its left,The gray cube has the red sphere to its left,left,cube,gray,sphere,red,000094.png
The yellow sphere has the gray cube to its left,The gray cube has the yellow sphere to its left,left,cube,gray,sphere,yellow,000095.png
The blue sphere has the green cube to its left,The green cube has the blue sphere to its left,left,cube,green,sphere,blue,000096.png
The brown sphere has the green cube to its left,The green cube has the brown sphere to its left,left,cube,green,sphere,brown,000097.png
The cyan sphere has the green cube to its left,The green cube has the cyan sphere to its left,left,cube,green,sphere,cyan,000098.png
The gray sphere has the green cube to its left,The green cube has the gray sphere to its left,left,cube,green,sphere,gray,000099.png
The green sphere has the green cube to its left,The green cube has the green sphere to its left,left,cube,green,sphere,green,000100.png
The purple sphere has the green cube to its left,The green cube has the purple sphere to its left,left,cube,green,sphere,purple,000101.png
The red sphere has the green cube to its left,The green cube has the red sphere to its left,left,cube,green,sphere,red,000102.png
The yellow sphere has the green cube to its left,The green cube has the yellow sphere to its left,left,cube,green,sphere,yellow,000103.png
The blue sphere has the purple cube to its left,The purple cube has the blue sphere to its left,left,cube,purple,sphere,blue,000104.png
The brown sphere has the purple cube to its left,The purple cube has the brown sphere to its left,left,cube,purple,sphere,brown,000105.png
The cyan sphere has the purple cube to its left,The purple cube has the cyan sphere to its left,left,cube,purple,sphere,cyan,000106.png
The gray sphere has the purple cube to its left,The purple cube has the gray sphere to its left,left,cube,purple,sphere,gray,000107.png
The green sphere has the purple cube to its left,The purple cube has the green sphere to its left,left,cube,purple,sphere,green,000108.png
The purple sphere has the purple cube to its left,The purple cube has the purple sphere to its left,left,cube,purple,sphere,purple,000109.png
The red sphere has the purple cube to its left,The purple cube has the red sphere to its left,left,cube,purple,sphere,red,000110.png
The yellow sphere has the purple cube to its left,The purple cube has the yellow sphere to its left,left,cube,purple,sphere,yellow,000111.png
The blue sphere has the red cube to its left,The red cube has the blue sphere to its left,left,cube,red,sphere,blue,000112.png
