caption_pos,caption_neg,relation,shape1,color1,shape2,color2,image
The blue cone is behind the brown cone,The brown cone is behind the blue cone,behind,cone,blue,cone,brown,005869.png
The blue cone is behind the brown cone,The brown cone is behind the blue cone,behind,cone,blue,cone,brown,005870.png
The blue cone is behind the cyan cone,The cyan cone is behind the blue cone,behind,cone,blue,cone,cyan,005871.png
The blue cone is behind the cyan cone,The cyan cone is behind the blue cone,behind,cone,blue,cone,cyan,005872.png
The blue cone is behind the gray cone,The gray cone is behind the blue cone,behind,cone,blue,cone,gray,005874.png
The blue cone is behind the gray cone,The gray cone is behind the blue cone,behind,cone,blue,cone,gray,005876.png
The blue cone is behind the green cone,The green cone is behind the blue cone,behind,cone,blue,cone,green,005877.png
The blue cone is behind the green cone,The green cone is behind the blue cone,behind,cone,blue,cone,green,005879.png
The blue cone is behind the purple cone,The purple cone is behind the blue cone,behind,cone,blue,cone,purple,005880.png
The blue cone is behind the purple cone,The purple cone is behind the blue cone,behind,cone,blue,cone,purple,005882.png
The blue cone is behind the red cone,The red cone is behind the blue cone,behind,cone,blue,cone,red,005883.png
The blue cone is behind the red cone,The red cone is behind the blue cone,behind,cone,blue,cone,red,005884.png
The blue cone is behind the yellow cone,The yellow cone is behind the blue cone,behind,cone,blue,cone,yellow,005887.png
The blue cone is behind the yellow cone,The yellow cone is behind the blue cone,behind,cone,blue,cone,yellow,005888.png
The brown cone is behind the cyan cone,The cyan cone is behind the brown cone,behind,cone,brown,cone,cyan,005889.png
The brown cone is behind the cyan cone,The cyan cone is behind the brown cone,behind,cone,brown,cone,cyan,005890.png
The brown cone is behind the gray cone,The gray cone is behind the brown cone,behind,cone,brown,cone,gray,005893.png
The brown cone is behind the gray cone,The gray cone is behind the brown cone,behind,cone,brown,cone,gray,005894.png
The brown cone is behind the green cone,The green cone is behind the brown cone,behind,cone,brown,cone,green,005896.png
The brown cone is behind the green cone,The green cone is behind the brown cone,behind,cone,brown,cone,green,005897.png
The brown cone is behind the purple cone,The purple cone is behind the brown cone,behind,cone,brown,cone,purple,005898.png
The brown cone is behind the purple cone,The purple cone is behind the brown cone,behind,cone,brown,cone,purple,005900.png
The brown cone is behind the red cone,The red cone is behind the brown cone,behind,cone,brown,cone,red,005901.png
The brown cone is behind the red cone,The red cone is behind the brown cone,behind,cone,brown,cone,red,005902.png
The brown cone is behind the yellow cone,The yellow cone is behind the brown cone,behind,cone,brown,cone,yellow,005904.png
The brown cone is behind the yellow cone,The yellow cone is behind the brown cone,behind,cone,brown,cone,yellow,005905.png
The cyan cone is behind the gray cone,The gray cone is behind the cyan cone,behind,cone,cyan,cone,gray,005907.png
The cyan cone is behind the gray cone,The gray cone is behind the cyan cone,behind,cone,cyan,cone,gray,005908.png
