caption_pos,caption_neg,relation,shape1,color1,shape2,color2,image
The cyan cone is behind of the yellow cone,The yellow cone is behind of the cyan cone,behind,cone,cyan,cone,yellow,000469.png
The green cone is behind of the purple cone,The purple cone is behind of the green cone,behind,cone,green,cone,purple,000474.png
The brown cone is behind of the red cone,The red cone is behind of the brown cone,behind,cone,brown,cone,red,000463.png
The cyan cone is behind of the gray cone,The gray cone is behind of the cyan cone,behind,cone,cyan,cone,gray,000465.png
The cyan cone is behind of the purple cone,The purple cone is behind of the cyan cone,behind,cone,cyan,cone,purple,000467.png
The blue cone is behind of the cyan cone,The cyan cone is behind of the blue cone,behind,cone,blue,cone,cyan,000453.png
The blue cone is behind of the purple cone,The purple cone is behind of the blue cone,behind,cone,blue,cone,purple,000456.png
The blue cone is behind of the red cone,The red cone is behind of the blue cone,behind,cone,blue,cone,red,000457.png
The blue cone is behind of the gray cone,The gray cone is behind of the blue cone,behind,cone,blue,cone,gray,000454.png
The cyan cone is behind of the red cone,The red cone is behind of the cyan cone,behind,cone,cyan,cone,red,000468.png
The green cone is behind of the red cone,The red cone is behind of the green cone,behind,cone,green,cone,red,000475.png
The blue cone is behind of the green cone,The green cone is behind of the blue cone,behind,cone,blue,cone,green,000455.png
The purple cone is behind of the yellow cone,The yellow cone is behind of the purple cone,behind,cone,purple,cone,yellow,000478.png
The green cone is behind of the yellow cone,The yellow cone is behind of the green cone,behind,cone,green,cone,yellow,000476.png
The gray cone is behind of the green cone,The green cone is behind of the gray cone,behind,cone,gray,cone,green,000470.png
The red cone is behind of the yellow cone,The yellow cone is behind of the red cone,behind,cone,red,cone,yellow,000479.png
The gray cone is behind of the red cone,The red cone is behind of the gray cone,behind,cone,gray,cone,red,000472.png
The brown cone is behind of the cyan cone,The cyan cone is behind of the brown cone,behind,cone,brown,cone,cyan,000459.png
The brown cone is behind of the purple cone,The purple cone is behind of the brown cone,behind,cone,brown,cone,purple,000462.png
The cyan cone is behind of the green cone,The green cone is behind of the cyan cone,behind,cone,cyan,cone,green,000466.png
The gray cone is behind of the purple cone,The purple cone is behind of the gray cone,behind,cone,gray,cone,purple,000471.png
The blue cone is behind of the yellow cone,The yellow cone is behind of the blue cone,behind,cone,blue,cone,yellow,000458.png
The brown sphere is behind of the purple cone,The purple cone is behind of the brown sphere,behind,sphere,brown,cone,purple,000373.png
The green sphere is behind of the cyan cone,The cyan cone is behind of the green sphere,behind,sphere,green,cone,cyan,000394.png
The red sphere is behind of the cyan cone,The cyan cone is behind of the red sphere,behind,sphere,red,cone,cyan,000410.png
The blue sphere is behind of the gray cone,The gray cone is behind of the blue sphere,behind,sphere,blue,cone,gray,000363.png
The cyan sphere is behind of the brown cone,The brown cone is behind of the cyan sphere,behind,sphere,cyan,cone,brown,000377.png
The red sphere is behind of the brown cone,The brown cone is behind of the red sphere,behind,sphere,red,cone,brown,000409.png
The brown sphere is behind of the blue cone,The blue cone is behind of the brown sphere,behind,sphere,brown,cone,blue,000368.png
The blue sphere is behind of the red cone,The red cone is behind of the blue sphere,behind,sphere,blue,cone,red,000366.png
The green sphere is behind of the brown cone,The brown cone is behind of the green sphere,behind,sphere,green,cone,brown,000393.png
The blue sphere is behind of the green cone,The green cone is behind of the blue sphere,behind,sphere,blue,cone,green,000364.png
The purple sphere is behind of the yellow cone,The yellow cone is behind of the purple sphere,behind,sphere,purple,cone,yellow,000407.png
The cyan sphere is behind of the gray cone,The gray cone is behind of the cyan sphere,behind,sphere,cyan,cone,gray,000379.png
