caption_pos,caption_neg,relation,shape1,color1,shape2,color2,image
Behind the brown cone is the blue cone,Behind the blue cone is the brown cone,behind,cone,blue,cone,brown,001357.png
There is a blue cone behind a brown cone,There is a brown cone behind a blue cone,behind,cone,blue,cone,brown,001358.png
The blue cone is behind the cyan cone,The cyan cone is behind the blue cone,behind,cone,blue,cone,cyan,001359.png
Behind the cyan cone is the blue cone,Behind the blue cone is the cyan cone,behind,cone,blue,cone,cyan,001360.png
The blue cone is behind the gray cone,The gray cone is behind the blue cone,behind,cone,blue,cone,gray,001362.png
There is a blue cone behind a gray cone,There is a gray cone behind a blue cone,behind,cone,blue,cone,gray,001364.png
The blue cone is behind the green cone,The green cone is behind the blue cone,behind,cone,blue,cone,green,001365.png
There is a blue cone behind a green cone,There is a green cone behind a blue cone,behind,cone,blue,cone,green,001367.png
The blue cone is behind the purple cone,The purple cone is behind the blue cone,behind,cone,blue,cone,purple,001368.png
There is a blue cone behind a purple cone,There is a purple cone behind a blue cone,behind,cone,blue,cone,purple,001370.png
The blue cone is behind the red cone,The red cone is behind the blue cone,behind,cone,blue,cone,red,001371.png
Behind the red cone is the blue cone,Behind the blue cone is the red cone,behind,cone,blue,cone,red,001372.png
Behind the yellow cone is the blue cone,Behind the blue cone is the yellow cone,behind,cone,blue,cone,yellow,001375.png
There is a blue cone behind a yellow cone,There is a yellow cone behind a blue cone,behind,cone,blue,cone,yellow,001376.png
The brown cone is behind the cyan cone,The cyan cone is behind the brown cone,behind,cone,brown,cone,cyan,001377.png
Behind the cyan cone is the brown cone,Behind the brown cone is the cyan cone,behind,cone,brown,cone,cyan,001378.png
Behind the gray cone is the brown cone,Behind the brown cone is the gray cone,behind,cone,brown,cone,gray,001381.png
There is a brown cone behind a gray cone,There is a gray cone behind a brown cone,behind,cone,brown,cone,gray,001382.png
Behind the green cone is the brown cone,Behind the brown cone is the green cone,behind,cone,brown,cone,green,001384.png
There is a brown cone behind a green cone,There is a green cone behind a brown cone,behind,cone,brown,cone,green,001385.png
The brown cone is behind the purple cone,The purple cone is behind the brown cone,behind,cone,brown,cone,purple,001386.png
There is a brown cone behind a purple cone,There is a purple cone behind a brown cone,behind,cone,brown,cone,purple,001388.png
The brown cone is behind the red cone,The red cone is behind the brown cone,behind,cone,brown,cone,red,001389.png
Behind the red cone is the brown cone,Behind the brown cone is the red cone,behind,cone,brown,cone,red,001390.png
The brown cone is behind the yellow cone,The yellow cone is behind the brown cone,behind,cone,brown,cone,yellow,001392.png
Behind the yellow cone is the brown cone,Behind the brown cone is the yellow cone,behind,cone,brown,cone,yellow,001393.png
The cyan cone is behind the gray cone,The gray cone is behind the cyan cone,behind,cone,cyan,cone,gray,001395.png
Behind the gray cone is the cyan cone,Behind the cyan cone is the gray cone,behind,cone,cyan,cone,gray,001396.png
The cyan cone is behind the green cone,The green cone is behind the cyan cone,behind,cone,cyan,cone,green,001398.png
Behind the green cone is the cyan cone,Behind the cyan cone is the green cone,behind,cone,cyan,cone,green,001399.png
The cyan cone is behind the purple cone,The purple cone is behind the cyan cone,behind,cone,cyan,cone,purple,001401.png
Behind the purple cone is the cyan cone,Behind the cyan cone is the purple cone,behind,cone,cyan,cone,purple,001402.png
The cyan cone is behind the red cone,The red cone is behind the cyan cone,behind,cone,cyan,cone,red,001404.png
There is a cyan cone behind a red cone,There is a red cone behind a cyan cone,behind,cone,cyan,cone,red,001406.png
Behind the yellow cone is the cyan cone,Behind the cyan cone is the yellow cone,behind,cone,cyan,cone,yellow,001408.png
There is a cyan cone behind a yellow cone,There is a yellow cone behind a cyan cone,behind,cone,cyan,cone,yellow,001409.png
The gray cone is behind the green cone,The green cone is behind the gray cone,behind,cone,gray,cone,green,001410.png
Behind the green cone is the gray cone,Behind the gray cone is the green cone,behind,cone,gray,cone,green,001411.png
The gray cone is behind the purple cone,The purple cone is behind the gray cone,behind,cone,gray,cone,purple,001413.png
There is a gray cone behind a purple cone,There is a purple cone behind a gray cone,behind,cone,gray,cone,purple,001415.png
The gray cone is behind the red cone,The red cone is behind the gray cone,behind,cone,gray,cone,red,001416.png
There is a gray cone behind a red cone,There is a red cone behind a gray cone,behind,cone,gray,cone,red,001418.png
The gray cone is behind the yellow cone,The yellow cone is behind the gray cone,behind,cone,gray,cone,yellow,001419.png
There is a gray cone behind a yellow cone,There is a yellow cone behind a gray cone,behind,cone,gray,cone,yellow,001421.png
Behind the purple cone is the green cone,Behind the green cone is the purple cone,behind,cone,green,cone,purple,001423.png
There is a green cone behind a purple cone,There is a purple cone behind a green cone,behind,cone,green,cone,purple,001424.png
The green cone is behind the red cone,The red cone is behind the green cone,behind,cone,green,cone,red,001425.png
Behind the red cone is the green cone,Behind the green cone is the red cone,behind,cone,green,cone,red,001426.png
The green cone is behind the yellow cone,The yellow cone is behind the green cone,behind,cone,green,cone,yellow,001428.png
Behind the yellow cone is the green cone,Behind the green cone is the yellow cone,behind,cone,green,cone,yellow,001429.png
The purple cone is behind the red cone,The red cone is behind the purple cone,behind,cone,purple,cone,red,001431.png
There is a purple cone behind a red cone,There is a red cone behind a purple cone,behind,cone,purple,cone,red,001433.png
The purple cone is behind the yellow cone,The yellow cone is behind the purple cone,behind,cone,purple,cone,yellow,001434.png
There is a purple cone behind a yellow cone,There is a yellow cone behind a purple cone,behind,cone,purple,cone,yellow,001436.png
The red cone is behind the yellow cone,The yellow cone is behind the red cone,behind,cone,red,cone,yellow,001437.png
Behind the yellow cone is the red cone,Behind the red cone is the yellow cone,behind,cone,red,cone,yellow,001438.png
The blue sphere is behind the blue cone,The blue cone is behind the blue sphere,behind,sphere,blue,cone,blue,001080.png
There is a blue sphere behind a blue cone,There is a blue cone behind a blue sphere,behind,sphere,blue,cone,blue,001082.png
The blue sphere is behind the brown cone,The brown cone is behind the blue sphere,behind,sphere,blue,cone,brown,001083.png
There is a blue sphere behind a brown cone,There is a brown cone behind a blue sphere,behind,sphere,blue,cone,brown,001085.png
The blue sphere is behind the cyan cone,The cyan cone is behind the blue sphere,behind,sphere,blue,cone,cyan,001086.png
There is a blue sphere behind a cyan cone,There is a cyan cone behind a blue sphere,behind,sphere,blue,cone,cyan,001088.png
Behind the gray cone is the blue sphere,Behind the blue sphere is the gray cone,behind,sphere,blue,cone,gray,001090.png
There is a blue sphere behind a gray cone,There is a gray cone behind a blue sphere,behind,sphere,blue,cone,gray,001091.png
Behind the green cone is the blue sphere,Behind the blue sphere is the green cone,behind,sphere,blue,cone,green,001093.png
There is a blue sphere behind a green cone,There is a green cone behind a blue sphere,behind,sphere,blue,cone,green,001094.png
The blue sphere is behind the purple cone,The purple cone is behind the blue sphere,behind,sphere,blue,cone,purple,001095.png
There is a blue sphere behind a purple cone,There is a purple cone behind a blue sphere,behind,sphere,blue,cone,purple,001097.png
The blue sphere is behind the red cone,The red cone is behind the blue sphere,behind,sphere,blue,cone,red,001098.png
Behind the red cone is the blue sphere,Behind the blue sphere is the red cone,behind,sphere,blue,cone,red,001099.png
Behind the yellow cone is the blue sphere,Behind the blue sphere is the yellow cone,behind,sphere,blue,cone,yellow,001102.png
There is a blue sphere behind a yellow cone,There is a yellow cone behind a blue sphere,behind,sphere,blue,cone,yellow,001103.png
